RA,IAA,IEG,IPS,IDA,IPV,IAN,INDE,Fase,Pedra,Idade,Gênero,Atingiu PV,IPP,Escola,Ano,Tipo_Escola,Risco_Defasagem,delta_IDA,is_new
RA-766,10.0,8.7,4.39,8.7,8.336666667,5.0,8.008408333,FASE 1,Topázio,11.0,Feminino,,9.21875,,2023,Privada,1,0.0,0
RA-767,9.5,9.0,7.5,7.0,7.583,5.0,7.511,,,10.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-767,10.0,8.3,7.52,6.3,7.446666667,5.0,7.3807,FASE 1,Ametista,11.0,Masculino,,7.291666667,,2023,Privada,1,-0.7000000000000002,0
RA-767,9.502,9.0476190475,7.51,8.25,8.085,5.0,8.131890476200002,1L,Topázio,12.0,Masculino,,8.541666667,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,1.9500000000000002,0
RA-768,9.0,10.0,7.5,7.1,7.583,5.0,7.646,,,10.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-768,10.0,9.1,7.52,7.9,10.01,5.0,8.4042,ALFA,Topázio,,Feminino,,7.5,,2023,Privada,1,0.8000000000000007,0
RA-768,9.002,7.9841897235,6.26,5.5,7.495,5.0,7.0345379447,1N,Ametista,12.0,Feminino,,8.125,EE Donizetti Aparecido Leite Professor,2024,Pública,1,-2.4000000000000004,0
RA-769,10.0,7.5,7.5,7.9,8.5,5.0,7.598,,,9.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-769,10.0,9.3,3.77,8.0,8.675,5.0,7.85345,ALFA,Ametista,10.0,Feminino,,7.8125,,2023,Privada,1,0.09999999999999964,0
RA-769,10.002,5.9523809525,7.51,6.0,8.33,5.0,7.099342857200002,1K,Ametista,11.0,Feminino,,7.916666667,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,-2.0,0
RA-77,7.1,2.7,5.0,0.7,4.625,5.0,3.846,5,Quartzo,16.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-770,9.5,8.9,7.5,8.3,7.333,10.0,8.143,,,7.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-770,0.0,8.3,3.77,5.9,8.92,10.0,6.6785,ALFA,Agata,,Masculino,,6.875,,2023,Privada,0,-2.4000000000000004,0
RA-770,10.002,9.022556391,7.51,5.0,7.5,5.0,7.3057112782,ALFA,Ametista,9.0,Masculino,,7.5,EE Luiz Schunck,2024,Pública,1,-0.9000000000000004,0
RA-771,10.0,8.3,7.5,7.0,7.5,10.0,7.873,,,7.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-771,0.0,8.8,3.14,8.2,8.585,10.0,7.056,ALFA,Ametista,,Feminino,,6.25,,2023,Privada,0,1.1999999999999993,0
RA-771,8.502,6.619047619,3.135,6.5,6.08,5.0,6.066009523800001,ALFA,Agata,9.0,Feminino,,5.625,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,-1.6999999999999993,0
RA-772,9.0,5.4,7.5,9.2,7.25,5.0,6.994,,,11.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-772,0.0,7.2,7.52,4.8,8.003333333,5.0,5.930166667,FASE 1,Quartzo,12.0,Masculino,,6.875,,2023,Privada,1,-4.3999999999999995,0
RA-773,10.0,6.8,5.0,8.1,7.083,5.0,6.922,,,9.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-773,10.0,7.5,2.52,7.9,7.67,5.0,6.9287,ALFA,Agata,9.0,Feminino,,5.625,,2023,Privada,1,-0.1999999999999993,0
RA-773,10.002,8.75,2.51,5.0,6.575,5.0,6.566200000000001,ALFA,Agata,10.0,Feminino,,7.5,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,-2.9000000000000004,0
RA-774,10.0,7.8,7.5,6.1,7.417,10.0,7.587,,,8.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-774,0.0,9.5,3.14,6.9,6.34,5.0,5.852,ALFA,Quartzo,,Feminino,,5.0,,2023,Privada,1,0.8000000000000007,0
RA-774,10.002,6.3928571430000005,2.51,3.75,6.405,5.0,5.685771428600001,ALFA,Quartzo,10.0,Feminino,,6.25,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,-3.1500000000000004,0
RA-775,7.9,5.7,4.4,5.7,6.417,5.0,5.79,,,10.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-776,0.0,4.3,4.4,1.7,6.333,5.0,3.898,,,9.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-776,0.0,7.0,7.52,3.5,7.223333333,5.0,5.567916667,FASE 1,Quartzo,,Feminino,,7.8125,,2023,Privada,1,1.8,0
RA-776,7.917,5.9523809525,5.63,0.0,6.5,5.0,5.178509523800001,1K,Quartzo,11.0,Feminino,,8.333333333,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,-3.5,0
RA-777,8.0,7.7,7.5,5.3,7.0,10.0,7.096,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-777,0.0,9.3,7.52,6.3,8.84,10.0,7.468125,FASE 1,Ametista,,Feminino,,8.28125,,2023,Privada,0,1.0,0
RA-777,8.002,8.7757437075,7.51,4.5,7.723333333,10.0,7.563515408100001,2N,Ametista,10.0,Feminino,,8.125,EE Helio Luiz Dobrochinski Prof,2024,Pública,0,-1.7999999999999998,0
RA-778,10.0,6.7,7.5,7.1,8.833,5.0,7.432,,,9.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-778,8.5,7.9,7.52,8.2,8.62,5.0,7.926825,FASE 1,Ametista,,Feminino,,8.90625,,2023,Privada,1,1.0999999999999996,0
RA-778,10.002,8.1235697945,7.51,7.0,7.7475,10.0,8.0754139589,2K,Topázio,11.0,Feminino,,7.5,Estuda em outra cidade,2024,Privada,0,-1.1999999999999993,0
RA-779,9.5,5.0,7.5,2.6,7.083,5.0,5.702,,,10.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-78,8.3,6.6,5.6,7.2,8.0,5.0,7.04,5,Ametista,17.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-78,0.0,7.7,6.26,6.7,8.0025,5.0,6.434625,FASE 6,Agata,,Feminino,,8.28125,,2023,Privada,1,-0.5,0
RA-78,8.751,8.028404344,8.755,7.5,7.39,10.0,8.1780308688,7A,Topázio,19.0,Feminino,,8.4375,Colégio Arco Íris Evolução,2024,Privada,0,0.7999999999999998,0
RA-780,8.0,7.6,7.5,6.9,7.167,5.0,6.955,,,9.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-780,9.5,8.8,3.14,8.3,8.675,5.0,7.7842,ALFA,Ametista,10.0,Feminino,,8.75,,2023,Privada,1,1.4000000000000004,0
RA-780,9.502,10.0,5.63,6.0,8.17,5.0,7.7430333333,1L,Ametista,11.0,Feminino,,8.958333333,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,-2.3000000000000007,0
RA-781,10.0,8.9,7.5,8.3,7.75,5.0,7.786,,,9.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-781,7.5,9.8,7.52,7.9,9.116666667,5.0,8.209283333,FASE 1,Topázio,10.0,Feminino,,8.4375,,2023,Privada,1,-0.40000000000000036,0
RA-781,8.002,9.75,7.51,7.25,8.506666667,10.0,8.496283333400001,2N,Topázio,11.0,Feminino,,8.4375,EE Helio Luiz Dobrochinski Prof,2024,Pública,0,-0.6500000000000004,0
RA-782,9.5,8.4,7.5,6.0,7.0,10.0,7.485,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-782,8.5,9.8,2.52,7.5,9.345,5.0,7.6812,ALFA,Ametista,9.0,Masculino,,7.5,,2023,Privada,1,1.5,0
RA-782,9.502,7.8571428569999995,7.51,7.75,8.085,10.0,8.1896285714,1L,Topázio,10.0,Masculino,,7.5,EM Amanda Consuelo da Cunha,2024,Privada,0,0.25,0
RA-783,9.5,5.8,7.5,6.0,6.917,10.0,6.996,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-783,9.5,6.8,3.77,8.9,7.925,5.0,7.2922,ALFA,Ametista,,Masculino,,7.5,,2023,Privada,1,2.9000000000000004,0
RA-784,9.5,10.0,7.5,8.2,9.25,5.0,8.34,,,9.0,Masculino,Sim,,,2022,Privada,1,0.0,1
RA-784,10.0,9.5,7.52,7.3,8.783333333,5.0,8.171366667,FASE 1,Topázio,10.0,Feminino,,8.125,,2023,Privada,1,-0.8999999999999995,0
RA-784,8.002,9.7727272725,5.635,8.75,9.4,10.0,8.8857454545,2M,Topázio,11.0,Feminino,,9.375,Colégio Arco Íris Evolução,2024,Privada,0,1.4500000000000002,0
RA-785,9.0,8.6,7.5,8.4,7.667,5.0,7.642,,,9.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-785,9.0,8.5,7.52,8.8,8.67,5.0,8.137866667,FASE 1,Topázio,10.0,Feminino,,7.916666667,,2023,Privada,1,0.40000000000000036,0
RA-785,9.502,10.0,7.51,9.0,8.893333333,10.0,9.1548666666,2U,Topázio,11.0,Feminino,,8.75,EE Helio Luiz Dobrochinski Prof,2024,Pública,0,0.1999999999999993,0
RA-786,9.0,9.5,5.6,6.1,7.167,5.0,7.004,,Quartzo,11.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-787,8.5,9.5,7.5,3.4,7.25,10.0,7.205,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-787,9.0,9.8,7.52,5.9,8.34,5.0,7.5227,ALFA,Ametista,,Masculino,,5.625,,2023,Privada,1,2.5000000000000004,0
RA-787,9.002,9.75,7.51,7.25,7.325,5.0,7.73495,ALFA,Ametista,10.0,Masculino,,7.1875,EE Helio Luiz Dobrochinski Prof,2024,Pública,1,1.3499999999999996,0
RA-788,10.0,9.3,5.6,8.0,8.667,10.0,8.264,,,8.0,Masculino,Sim,,,2022,Privada,0,0.0,1
RA-788,7.9,9.8,2.52,6.9,8.283333333,10.0,7.806091667,FASE 1,Ametista,,Masculino,,7.65625,,2023,Privada,0,-1.0999999999999996,0
RA-788,8.418,9.519450801,6.26,5.75,7.783333333,10.0,7.9221068268,2N,Ametista,10.0,Masculino,,8.4375,Colégio Arco Íris Evolução,2024,Privada,0,-1.1500000000000004,0
RA-789,9.0,9.4,7.5,4.2,7.417,10.0,7.405,,,7.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-789,0.0,9.5,7.52,7.9,10.01,10.0,7.974,ALFA,Ametista,8.0,Feminino,,7.5,,2023,Privada,0,3.7,0
RA-789,9.002,9.047619048,7.51,5.25,8.085,10.0,8.0443904763,1L,Topázio,9.0,Feminino,,9.166666667,EE Helio Luiz Dobrochinski Prof,2024,Pública,0,-2.6500000000000004,0
RA-79,5.4,6.3,5.6,8.9,7.292,5.0,6.847,5,Ametista,16.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-79,5.8,6.2,5.0,7.6,7.59,5.0,6.635883333,FASE 6,Agata,,Feminino,,7.8125,,2023,Privada,1,-1.3000000000000007,0
RA-790,9.0,8.9,7.5,7.8,7.417,5.0,7.504,,,11.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-790,0.0,8.1,7.52,7.4,8.286666667,5.0,6.707666667,FASE 1,Agata,,Masculino,,7.083333333,,2023,Privada,1,-0.39999999999999947,0
RA-790,7.502,6.811594203,7.51,6.75,6.883333333,5.0,6.8089355072,2U,Agata,13.0,Masculino,,7.1875,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,-0.6500000000000004,0
RA-791,9.5,8.7,7.5,6.5,8.5,5.0,7.507,,,11.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-791,0.0,8.1,7.52,5.3,7.723333333,5.0,6.247916667,FASE 1,Agata,,Feminino,,7.8125,,2023,Privada,1,-1.2000000000000002,0
RA-792,9.5,8.0,7.5,6.2,7.167,5.0,7.025,,,9.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-792,9.0,7.7,7.52,7.2,9.085,5.0,7.6267,ALFA,Ametista,10.0,Feminino,,6.875,,2023,Privada,1,1.0,0
RA-792,8.502,5.2865612650000005,7.51,3.25,7.075,5.0,6.036012253,1N,Agata,11.0,Feminino,,8.125,EE Donizetti Aparecido Leite Professor,2024,Pública,1,-3.95,0
RA-793,9.5,7.6,7.5,6.0,7.333,5.0,6.894,,,10.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-794,9.5,8.9,7.5,4.1,7.333,10.0,7.335,,,8.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-794,9.0,9.2,7.52,6.2,10.01,5.0,7.9842,ALFA,Ametista,,Feminino,,7.5,,2023,Privada,1,2.1000000000000005,0
RA-794,9.502,6.9047619045,7.51,3.0,8.255,10.0,7.145652380900001,1K,Ametista,10.0,Feminino,,8.125,EE Helio Luiz Dobrochinski Prof,2024,Pública,0,-3.2,0
RA-795,9.0,9.7,7.5,7.3,7.333,10.0,8.064,,,8.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-795,9.0,9.6,7.52,8.2,10.01,5.0,8.4642,ALFA,Topázio,9.0,Feminino,,7.5,,2023,Privada,1,0.8999999999999995,0
RA-795,9.502,9.761904762,6.26,9.5,8.085,5.0,8.441414285700002,1L,Topázio,10.0,Feminino,,8.958333333,EE Helio Luiz Dobrochinski Prof,2024,Pública,1,1.3000000000000007,0
RA-796,9.5,9.3,7.5,5.4,7.667,5.0,7.232,,,10.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-796,9.0,9.8,6.27,5.5,8.336666667,5.0,7.462866667,FASE 1,Ametista,11.0,Feminino,,7.083333333,,2023,Privada,1,0.09999999999999964,0
RA-796,8.502,8.2212885155,7.51,5.25,7.326666667,5.0,7.052457703200001,2P,Ametista,12.0,Feminino,,7.916666667,EE Donizetti Aparecido Leite Professor,2024,Pública,1,-0.25,0
RA-797,9.0,8.5,7.5,7.3,7.5,5.0,7.217,,,10.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-797,8.5,8.6,7.52,7.5,7.233333333,5.0,7.373033333,FASE 1,Ametista,11.0,Masculino,,6.041666667,,2023,Privada,1,0.20000000000000018,0
RA-797,9.168,4.840909091,7.51,7.25,6.723333333,5.0,6.597315151500001,2P,Agata,12.0,Masculino,,6.666666667,EE Donizetti Aparecido Leite Professor,2024,Pública,1,-0.25,0
RA-798,8.0,8.3,7.5,6.3,7.667,5.0,7.049,,,10.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-798,9.0,8.1,7.52,6.1,6.95,5.0,7.018033333,FASE 1,Ametista,,Masculino,,6.458333333,,2023,Privada,1,-0.20000000000000018,0
RA-798,6.834,3.5064935065,7.51,4.75,2.943333333,5.0,4.6743653679,2R,Quartzo,12.0,Masculino,,5.0,EE Maria André Schunck Dona,2024,Pública,1,-1.3499999999999996,0
RA-799,8.0,9.6,7.5,7.8,7.917,5.0,7.676,,,10.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-799,9.5,9.6,5.64,8.3,8.17,5.0,8.061533333,FASE 1,Topázio,,Feminino,,8.333333333,,2023,Privada,1,0.5000000000000009,0
RA-799,7.918,9.090909091,7.51,5.25,7.5,10.0,7.702648484900001,2R,Ametista,11.0,Feminino,,7.916666667,EE Maria André Schunck Dona,2024,Pública,0,-3.0500000000000007,0
RA-8,7.1,4.6,6.3,1.6,6.278,5.0,4.786,7,Quartzo,20.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-80,9.2,8.3,5.0,7.1,7.625,5.0,7.29,5,Ametista,16.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-80,8.3,8.4,6.89,6.3,7.465,5.0,7.252275,FASE 6,Ametista,,Feminino,,7.96875,,2023,Privada,1,-0.7999999999999998,0
RA-80,8.751,7.8961292116666675,8.13,7.0,7.946666667,10.0,8.131659175733333,7A,Topázio,18.0,Feminino,,8.75,Colégio Arco Íris Evolução,2024,Privada,0,0.7000000000000002,0
RA-800,8.0,5.4,7.5,6.1,7.5,10.0,6.818,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-801,7.0,6.6,7.5,6.8,7.5,5.0,6.644,,,9.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-801,0.0,7.5,7.52,7.6,7.12,10.0,6.8735,FASE 1,Agata,,Masculino,,6.875,,2023,Privada,0,0.7999999999999998,0
RA-801,9.002,5.75,7.51,8.0,5.745,5.0,6.6752,1R,Agata,10.0,Masculino,,6.25,EE Luiz Schunck,2024,Pública,1,0.40000000000000036,0
RA-802,9.0,9.0,7.5,8.3,8.333,5.0,7.831,,,9.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-802,8.0,9.3,7.52,9.4,7.506666667,5.0,8.126866667,FASE 1,Topázio,10.0,Masculino,,8.333333333,,2023,Privada,1,1.0999999999999996,0
RA-802,7.502,7.012987013,7.51,8.75,6.723333333,10.0,7.8317974024999994,2R,Ametista,11.0,Masculino,,8.333333333,EE Maria André Schunck Dona,2024,Pública,0,-0.6500000000000004,0
RA-803,10.0,7.2,7.5,6.3,7.417,5.0,6.98,,,10.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-804,10.0,8.4,6.3,4.8,7.667,5.0,6.848,,,10.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-804,10.0,8.6,6.27,6.9,7.173333333,5.0,7.2352,FASE 1,Ametista,11.0,Masculino,,5.833333333,,2023,Privada,1,2.1000000000000005,0
RA-805,9.5,9.0,7.5,8.8,7.333,10.0,8.279,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-805,0.0,9.1,7.52,6.8,7.175,5.0,6.492,ALFA,Agata,9.0,Masculino,,6.25,,2023,Privada,1,-2.000000000000001,0
RA-805,8.502,9.523809524,4.38,6.0,6.7075,5.0,6.9375869048,1R,Agata,10.0,Masculino,,7.03125,EE Luiz Schunck,2024,Pública,1,-0.7999999999999998,0
RA-806,9.5,7.3,7.5,6.6,7.917,10.0,7.561,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-806,8.5,8.3,6.27,7.8,7.095,5.0,7.2937,ALFA,Ametista,9.0,Masculino,,6.875,,2023,Privada,1,1.2000000000000002,0
RA-806,8.502,6.9047619045,7.51,6.75,6.875,5.0,6.972777380900001,1R,Agata,10.0,Masculino,,7.65625,EE Luiz Schunck,2024,Pública,1,-1.0499999999999998,0
RA-807,9.5,8.7,6.3,9.0,7.5,10.0,8.121,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-807,9.5,9.1,7.52,8.0,8.08,5.0,7.8632,ALFA,Ametista,9.0,Masculino,,6.25,,2023,Privada,1,-1.0,0
RA-807,9.002,7.8571428569999995,7.51,7.0,7.125,10.0,7.797628571400001,1R,Ametista,10.0,Masculino,,7.5,EE Luiz Schunck,2024,Pública,0,-1.0,0
RA-808,10.0,9.1,6.3,9.3,8.0,10.0,8.361,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-808,10.0,10.0,2.52,8.7,9.755,5.0,8.1932,ALFA,Topázio,9.0,Masculino,,7.5,,2023,Privada,1,-0.6000000000000014,0
RA-808,9.002,10.0,7.51,8.75,7.88,10.0,8.7897,1R,Topázio,10.0,Masculino,,8.125,EE Luiz Schunck,2024,Pública,0,0.05000000000000071,0
RA-809,10.0,6.6,6.3,6.3,7.417,10.0,7.259,,,7.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-81,9.2,9.2,5.0,6.0,7.458,10.0,7.675,5,Ametista,14.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-81,9.6,8.8,2.52,6.3,7.2125,10.0,7.45425,FASE 5,Ametista,15.0,Feminino,,7.8125,,2023,Privada,0,0.2999999999999998,0
RA-81,9.168,9.333333333333334,6.26,7.5,7.798,10.0,8.256566666666668,6L,Topázio,16.0,Feminino,,7.875,Colégio Arco Íris Evolução,2024,Privada,0,1.2000000000000002,0
RA-810,8.5,9.1,5.0,9.6,7.25,10.0,7.887,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-810,8.0,8.5,7.52,6.9,7.836666667,10.0,7.782866667,FASE 1,Ametista,9.0,Masculino,,5.833333333,,2023,Privada,0,-2.6999999999999993,0
RA-810,7.502,9.4736842105,5.635,9.0,7.7525,5.0,7.704770175400001,1P,Ametista,10.0,Masculino,,6.458333333,EE Helio Luiz Dobrochinski Prof,2024,Pública,1,2.0999999999999996,0
RA-811,8.9,5.7,5.6,7.3,7.667,5.0,6.575,,,9.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-812,9.0,8.1,5.6,7.4,7.333,10.0,7.497,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-812,9.5,9.1,7.52,5.8,8.33,10.0,8.0357,ALFA,Topázio,8.0,Masculino,,6.875,,2023,Privada,0,-1.6000000000000005,0
RA-813,9.5,6.5,6.9,6.0,7.417,10.0,7.093,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-813,9.5,8.4,7.52,3.9,8.06,10.0,7.5867,FASE 1,Ametista,,Masculino,,8.125,,2023,Privada,0,-2.1,0
RA-814,8.9,9.0,6.9,7.5,8.417,5.0,7.592,,,9.0,Masculino,Sim,,,2022,Privada,1,0.0,1
RA-814,9.5,9.6,6.89,8.2,9.226666667,5.0,8.367866667,FASE 1,Topázio,10.0,Masculino,,8.333333333,,2023,Privada,1,0.6999999999999993,0
RA-814,7.418,9.090909091,7.51,7.5,7.053333333,10.0,7.971648484800001,2P,Ametista,11.0,Masculino,,7.5,EE Donizetti Aparecido Leite Professor,2024,Pública,0,-0.6999999999999993,0
RA-815,10.0,7.9,5.6,6.5,7.0,5.0,6.81,,,9.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-815,0.0,8.6,5.02,6.5,7.063333333,5.0,6.122166667,FASE 1,Agata,,Masculino,,6.875,,2023,Privada,1,0.0,0
RA-816,10.0,9.3,7.5,9.6,9.417,5.0,8.513,,,9.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-816,7.5,9.8,7.52,8.9,9.283333333,5.0,8.5572,FASE 1,Topázio,,Feminino,,9.583333333,,2023,Privada,1,-0.6999999999999993,0
RA-816,7.002,9.7727272725,7.51,9.25,8.786666667,10.0,8.929745454599999,2P,Topázio,11.0,Feminino,,9.166666667,Colégio Arco Íris Evolução,2024,Privada,0,0.34999999999999964,0
RA-817,10.0,8.7,6.3,7.1,7.417,10.0,7.819,,,8.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-817,9.5,8.8,6.89,5.4,7.89,10.0,7.8597,FASE 1,Ametista,,Feminino,,8.125,,2023,Privada,0,-1.6999999999999993,0
RA-818,9.5,7.3,7.5,6.2,7.5,10.0,7.483,,,7.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-818,10.0,8.4,7.52,6.2,7.613333333,10.0,7.997366667,FASE 1,Ametista,,Masculino,,8.125,,2023,Privada,0,0.0,0
RA-819,10.0,7.9,7.5,7.3,7.333,10.0,7.741,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-819,0.0,8.3,7.52,9.5,8.893333333,10.0,7.944833333,FASE 1,Ametista,9.0,Masculino,,8.541666667,,2023,Privada,0,2.2,0
RA-819,10.002,7.784679089,7.51,9.0,8.503333333,10.0,8.652552484400001,2U,Topázio,10.0,Masculino,,8.4375,Estuda em outra cidade,2024,Privada,0,-0.5,0
RA-82,8.8,6.8,7.5,5.5,6.417,5.0,6.596,5,,17.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-820,9.5,10.0,6.9,6.0,7.583,5.0,7.417,,,9.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-820,7.9,7.4,7.52,8.9,8.28,5.0,7.85605,FASE 1,Ametista,10.0,Masculino,,9.0625,,2023,Privada,1,2.9000000000000004,0
RA-820,10.002,6.573529412,7.51,6.25,6.386666667,10.0,7.426572549100001,2I,Ametista,11.0,Masculino,,8.333333333,EE Dom Pedro Villas Boas de Souza,2024,Pública,0,-2.6500000000000004,0
RA-821,9.0,7.0,7.5,4.6,6.917,5.0,6.342,,,10.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-821,8.502,5.9166666665,7.51,4.25,6.713333333,10.0,6.643866666600001,2A,Agata,11.0,Masculino,,6.666666667,EE Mario Francisco de Amorim,2024,Pública,0,-0.34999999999999964,0
RA-822,8.0,8.4,7.5,6.1,7.083,5.0,6.922,,,10.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-822,8.5,8.4,2.52,7.1,5.925,5.0,6.4497,ALFA,Agata,,Masculino,,5.625,,2023,Privada,1,1.0,0
RA-822,0.0,4.6245059285,5.01,6.75,6.61,5.0,5.2645678524,1H,Quartzo,12.0,Masculino,,6.666666667,EE João Ortiz Rodrigues,2024,Pública,1,-0.34999999999999964,0
RA-823,10.0,6.0,7.5,2.8,7.167,5.0,5.989,,,10.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-824,10.0,4.4,6.9,6.0,7.333,10.0,6.799,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-825,7.5,8.2,6.9,7.6,7.917,5.0,7.25,,,9.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-826,9.5,9.6,7.5,5.4,7.5,10.0,7.776,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-826,10.0,10.0,3.77,7.3,8.34,5.0,7.77645,ALFA,Ametista,,Masculino,,7.8125,,2023,Privada,1,1.8999999999999995,0
RA-826,10.002,10.0,6.26,6.75,8.59,5.0,7.9442,1L,Ametista,10.0,Masculino,,7.5,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,-0.5499999999999998,0
RA-827,9.5,7.0,7.5,7.6,8.667,5.0,7.412,,,10.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-827,7.9,8.1,3.14,8.1,8.73,5.0,7.419925,FASE 1,Ametista,,Feminino,,8.28125,,2023,Privada,1,0.5,0
RA-827,10.002,9.782608695499999,5.01,7.25,7.875,10.0,8.2483467391,2K,Topázio,12.0,Feminino,,7.65625,EE Maria André Schunck Dona,2024,Pública,0,-0.8499999999999996,0
RA-828,9.5,7.1,7.5,6.9,7.833,5.0,7.139,,,9.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-829,9.0,8.6,7.5,7.8,7.5,10.0,8.003,,,8.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-829,9.0,9.4,3.14,8.4,9.23,10.0,8.532075,FASE 1,Topázio,9.0,Feminino,,9.21875,,2023,Privada,0,0.6000000000000005,0
RA-829,9.502,9.75,9.38,8.0,9.215,10.0,9.171825000000002,2K,Topázio,10.0,Feminino,,8.90625,Colégio Arco Íris Evolução,2024,Privada,0,-0.40000000000000036,0
RA-83,7.9,6.8,7.5,6.8,5.958,5.0,6.671,5,,17.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-830,10.0,8.6,7.5,6.0,7.5,5.0,7.234,,,9.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-830,0.0,8.9,3.14,8.3,9.505,5.0,6.78,ALFA,Agata,9.0,Feminino,,6.25,,2023,Privada,1,2.3000000000000007,0
RA-830,9.002,7.619047619,5.63,6.75,7.335,5.0,7.1373428571,1L,Ametista,11.0,Feminino,,8.333333333,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,-1.5500000000000007,0
RA-831,9.5,9.2,7.5,7.2,7.167,5.0,7.41,,,9.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-831,8.0,9.4,3.77,8.3,8.59,5.0,7.71645,ALFA,Ametista,9.0,Masculino,,7.8125,,2023,Privada,1,1.1000000000000005,0
